0	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
1	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
2	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
3	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
4	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
5	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
6	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
7	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
8	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
9	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
10	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
